node1,node2,weight
7,108,0.55
7,76,0.55
7,19,0.75
75,7,0.65
4,7,0.85
39,7,0.65
78,7,0.55
100,7,0.7
96,7,0.6
132,7,1.0
7,21,0.75
7,72,0.6
125,108,0.55
104,108,0.55
60,108,0.55
23,108,0.55
7,144,0.55
7,80,0.65
7,23,0.7
7,89,0.6
108,60,0.55
108,7,0.55
108,104,0.55
108,23,0.55
7,5,0.55
60,7,0.85
7,64,0.75
7,60,0.75
7,109,0.55
7,111,0.55
7,125,0.65
7,17,0.8
7,137,0.55
7,88,0.75
143,80,0.55
149,80,0.75
64,80,0.55
1,80,0.6
7,134,0.65
7,1,0.85
7,4,0.7
7,54,0.75
7,56,0.65
7,135,0.6
7,53,0.7
125,77,0.6
125,4,0.6
125,113,0.6
125,7,0.7
125,1,0.75
7,6,0.65
21,77,0.75
21,1,0.9
21,10,0.9
21,3,0.85
21,36,0.6
21,114,0.55
21,8,0.95
21,93,0.9
110,104,0.55
100,111,0.55
132,78,0.65
132,1,1.0
132,104,0.55
132,142,0.55
132,138,0.55
132,144,0.55
132,149,0.55
1,111,0.6
21,2,0.75
21,7,0.75
21,60,0.75
104,111,0.7
21,39,0.6
17,39,0.55
111,7,0.55
56,60,0.6
56,35,0.6
56,7,0.65
56,13,0.55
56,1,0.6
56,114,0.55
28,7,0.55
10,41,0.9
10,2,0.85
10,3,0.85
10,21,0.9
10,8,0.55
10,6,0.85
10,1,0.9
68,7,0.6
149,25,1.0
149,17,0.6
149,2,0.55
149,129,0.55
149,6,0.8
149,132,0.55
149,81,0.65
122,7,0.55
149,114,0.55
39,114,0.55
1,114,0.6
6,114,0.6
146,114,0.55
4,35,0.75
1,68,0.6
2,142,0.55
7,36,0.65
7,29,0.6
2,6,0.75
2,20,0.75
133,7,0.55
29,7,0.6
110,7,0.55
141,7,0.65
2,7,0.75
53,7,0.7
2,23,0.75
2,135,0.6
41,68,0.55
7,68,0.65
97,68,0.55
64,68,0.55
2,4,0.75
35,7,0.6
137,7,0.55
2,39,0.9
1,64,0.65
