node1,node2,weight
167,41,0.55
167,2,0.9
167,245,0.9
39,167,0.9
167,39,0.9
167,223,0.9
167,249,0.55
167,15,0.55
135,167,0.55
245,291,0.55
245,250,0.55
245,244,0.6
245,251,0.55
149,167,0.75
249,167,0.55
15,167,0.55
64,167,0.55
41,167,0.55
2,167,0.9
257,359,0.75
297,229,0.55
109,7,0.55
167,64,0.55
2,3,0.9
300,64,0.55
19,64,0.65
239,64,0.55
288,64,0.55
219,64,0.75
142,64,0.55
94,64,0.55
2,1,0.9
64,7,0.65
64,256,0.55
64,309,0.65
64,301,0.55
64,353,0.55
64,1,0.65
2,198,0.75
2,223,0.9
2,245,0.9
301,64,0.55
309,64,0.65
350,64,0.6
112,64,0.6
238,64,0.55
256,64,0.55
316,64,0.55
2,110,0.55
64,316,0.55
64,249,0.55
64,304,0.6
64,57,0.65
2,77,0.6
64,189,0.65
64,100,0.55
64,186,0.55
64,219,0.55
2,132,0.6
304,64,0.7
249,64,0.55
57,64,0.75
80,64,0.55
221,64,0.55
167,211,0.55
249,349,0.55
104,64,0.75
202,64,0.55
1,64,0.65
249,215,0.55
64,312,0.55
64,104,1.0
249,367,0.55
219,359,0.55
219,109,0.55
219,7,0.6
219,6,0.6
219,375,0.6
219,202,0.65
219,110,0.55
249,198,0.55
166,64,0.55
186,64,0.55
383,64,0.6
249,371,0.55
198,2,0.9
54,2,0.6
1,2,0.9
61,2,0.6
135,2,0.55
115,2,0.65
146,2,0.55
272,64,0.55
35,70,0.55
10,8,0.55
7,266,0.6
149,266,0.55
257,266,0.75
222,266,0.55
1,266,0.55
357,266,0.6
350,266,0.6
64,317,0.55
266,1,0.6
266,233,0.6
266,222,0.55
266,60,0.75
266,77,0.6
266,7,0.7
266,149,0.55
204,7,0.55
36,7,0.7
39,7,0.65
76,7,0.55
361,7,0.6
55,7,0.55
29,7,0.6
64,166,0.55
266,350,0.6
64,272,0.55
354,7,0.55
198,7,0.65
310,7,0.75
144,7,0.55
159,7,0.7
7,203,0.65
149,39,0.7
312,1,0.55
312,64,0.55
312,62,0.55
312,60,0.6
312,221,0.55
17,39,0.55
239,39,0.55
7,64,0.75
7,260,0.7
7,28,0.6
7,207,0.65
7,96,0.55
7,195,0.55
7,116,0.6
7,5,0.55
114,39,0.55
7,161,0.65
7,33,0.6
7,179,0.45
7,198,0.65
7,330,0.75
7,129,0.7
7,228,0.55
298,39,0.65
77,39,0.65
339,257,0.7
314,257,0.7
309,257,0.6
60,257,1.0
284,257,0.7
224,257,0.7
41,257,0.6
4,39,0.55
7,354,0.55
7,57,0.7
7,358,0.65
7,133,0.55
7,209,0.6
7,383,0.55
7,78,0.55
7,68,0.65
7,345,0.6
4,57,0.75
1,57,0.8
33,215,0.55
33,1,0.9
33,202,0.55
33,51,0.55
33,325,0.55
33,7,0.6
33,35,0.7
110,57,0.55
353,57,0.6
47,7,0.55
294,7,0.55
153,7,0.55
283,7,1.0
110,7,0.55
221,272,0.55
7,272,0.6
113,57,0.6
7,361,0.6
111,1,0.55
78,1,0.55
78,132,0.65
78,149,0.55
78,7,0.55
78,146,0.55
78,36,0.6
78,60,0.55
225,1,0.55
100,202,0.55
36,202,0.65
132,202,0.6
134,202,0.55
2,202,0.6
214,202,0.55
221,202,0.7
56,1,0.6
396,1,0.7
28,7,0.55
19,7,0.95
304,7,0.6
351,7,0.65
54,1,0.55
144,57,0.55
228,57,0.8
178,57,0.55
177,1,0.7
7,215,0.75
7,35,0.6
7,155,0.7
7,54,0.75
7,4,0.7
7,386,0.6
60,1,0.85
110,41,0.55
147,41,0.55
104,41,0.55
7,41,0.75
86,41,0.55
89,41,0.55
41,201,0.55
221,269,0.55
202,153,0.7
206,221,0.55
269,221,0.55
214,221,0.55
272,221,0.55
171,221,0.55
215,221,0.6
202,237,0.55
202,221,0.7
202,301,0.7
186,269,0.6
60,269,0.55
257,269,0.75
7,269,0.55
202,104,0.65
202,236,0.55
202,100,0.55
221,215,0.6
221,214,0.55
221,206,0.55
202,139,0.55
221,171,0.55
202,135,0.6
