node1,node2,weight
161,144,0.55
144,132,0.55
177,161,0.55
198,132,0.55
159,132,0.55
169,132,0.6
21,132,0.6
157,132,0.6
139,132,0.55
113,132,0.65
7,161,0.65
132,75,0.55
132,100,0.55
132,21,0.75
132,162,0.55
132,1,1.0
132,2,0.6
132,113,0.65
144,161,0.55
144,283,0.55
144,7,0.55
144,202,0.9
144,153,0.55
144,198,0.6
144,181,0.55
144,224,0.55
144,282,0.55
173,113,0.55
57,144,0.55
132,104,0.55
7,57,0.7
1,57,0.8
33,57,0.55
144,57,0.55
110,57,0.55
178,57,0.55
113,57,0.6
1,144,0.75
143,144,0.55
181,144,0.55
202,144,0.9
282,144,0.55
110,144,0.55
273,144,0.6
64,57,0.65
4,57,0.75
228,57,0.8
132,134,0.55
144,1,0.75
144,143,0.55
132,139,0.55
144,78,0.75
132,138,0.55
57,228,0.65
57,64,0.75
57,7,0.9
57,4,0.6
57,1,0.85
57,110,0.55
57,25,0.6
132,72,0.65
178,144,0.55
153,7,0.55
57,33,0.55
153,143,0.6
144,273,0.55
144,110,0.55
153,202,0.55
153,104,0.6
1,138,0.55
62,202,0.6
110,142,0.55
132,142,0.55
2,142,0.55
170,142,0.55
203,142,0.55
143,142,0.6
60,142,0.55
2,110,0.55
219,110,0.55
155,110,0.55
76,110,0.65
104,110,0.6
1,110,0.55
142,7,0.7
142,60,0.55
142,320,0.55
142,132,0.55
142,110,0.55
142,143,0.6
142,64,0.55
110,41,0.55
110,1,0.55
110,143,0.55
110,2,0.55
110,76,0.6
110,155,0.55
224,144,0.55
143,110,0.55
35,110,0.6
112,110,0.55
134,110,0.55
132,144,0.55
320,142,0.55
64,142,0.55
142,2,0.55
142,170,0.55
110,7,0.55
21,284,0.55
198,144,0.6
78,144,0.65
21,93,0.9
142,203,0.55
21,1,0.9
21,10,0.9
7,2,0.75
166,2,0.55
146,2,0.55
39,2,0.9
6,2,0.7
54,2,0.6
21,77,0.75
21,7,0.75
21,3,0.85
7,110,0.65
21,39,0.6
62,285,0.55
41,83,0.55
72,113,0.55
132,28,0.55
113,25,1.0
113,173,0.6
113,135,0.6
113,244,0.55
113,219,0.55
113,104,0.55
113,7,0.9
113,72,0.55
244,113,0.55
203,113,0.55
171,113,0.55
158,113,0.6
135,113,0.6
295,113,0.65
113,158,0.55
113,23,0.6
113,166,0.55
113,295,0.55
132,157,0.6
113,317,0.55
113,125,0.6
72,132,0.6
72,21,0.55
72,4,0.7
132,169,0.6
7,113,0.75
23,113,0.7
104,113,0.55
132,198,0.6
317,113,0.55
13,160,0.6
132,159,0.55
71,1,0.9
273,159,0.55
1,159,0.6
7,159,0.55
288,159,0.55
60,159,0.6
276,159,0.55
13,159,0.55
135,1,0.55
159,276,0.55
159,13,0.55
159,60,0.6
159,288,0.55
159,7,0.7
159,273,0.55
165,1,0.55
132,156,0.7
132,149,0.55
308,1,0.65
330,1,0.75
115,1,0.55
78,132,0.65
127,132,0.55
156,132,0.7
149,132,0.55
1,132,0.55
104,132,0.55
225,1,0.55
132,78,0.65
138,132,0.55
324,1,0.55
23,1,0.85
101,1,0.55
177,1,0.7
74,1,0.55
39,1,0.9
64,1,0.65
138,1,0.55
80,165,0.8
1,165,0.55
234,1,0.55
134,132,0.55
41,162,0.55
2,132,0.6
162,132,0.55
274,132,0.55
202,132,0.6
100,132,0.55
132,181,0.55
28,132,0.55
100,202,0.55
100,60,0.6
100,101,0.55
100,111,0.55
100,7,0.7
100,64,0.55
100,1,0.65
13,2,0.6
1,2,0.9
167,2,0.9
61,2,0.6
202,2,0.7
162,41,0.55
28,35,0.55
28,231,0.55
28,7,0.55
28,69,0.65
