node1,node2,weight
210,7,0.55
175,7,0.6
21,7,0.75
7,175,0.6
33,7,0.6
7,120,0.75
7,28,0.6
7,89,0.6
7,36,0.65
7,57,0.7
7,212,0.55
232,7,0.6
195,7,0.55
7,296,0.7
7,166,0.55
7,80,0.65
7,111,0.55
7,272,0.6
2,7,0.75
17,7,0.7
7,76,0.55
7,19,0.75
7,132,0.75
7,55,0.55
7,6,0.65
7,109,0.55
7,13,0.55
7,47,0.55
7,122,0.55
7,29,0.6
33,215,0.55
33,35,0.7
33,57,0.55
33,1,0.9
33,51,0.55
7,113,0.75
7,78,0.55
7,270,0.75
7,280,0.6
7,200,0.6
7,129,0.7
296,7,0.75
54,7,0.8
7,193,0.65
215,198,0.6
215,249,0.55
215,274,0.55
215,221,0.6
215,290,0.55
215,33,0.55
7,1,0.85
57,33,0.55
57,228,0.65
57,4,0.6
57,1,0.85
57,144,0.55
57,25,0.6
7,283,0.65
171,7,0.7
137,7,0.55
57,7,0.9
249,7,0.75
222,7,0.6
143,7,0.75
7,125,0.65
33,202,0.55
7,153,0.6
204,80,0.55
64,80,0.55
149,80,0.75
1,80,0.6
286,80,0.55
53,7,0.7
7,210,0.55
215,143,0.55
215,229,0.55
215,202,0.8
215,288,0.55
7,23,0.7
7,60,0.75
7,294,0.55
7,155,0.7
7,195,0.55
7,72,0.6
7,62,0.8
7,41,0.75
7,21,0.75
7,152,0.6
7,108,0.55
7,198,0.65
60,228,0.55
257,228,0.75
7,228,0.55
108,7,0.55
77,60,0.7
171,224,0.55
276,222,0.55
224,171,0.55
224,144,0.55
224,60,0.75
224,257,0.7
224,198,0.55
266,222,0.55
198,224,0.55
257,224,0.75
60,224,0.7
144,224,0.55
295,222,0.65
7,222,0.65
171,273,0.55
4,57,0.75
284,257,0.7
41,257,0.6
60,257,1.0
1,57,0.8
144,57,0.55
64,57,0.65
113,57,0.6
113,295,0.55
222,295,0.55
283,295,0.75
256,295,0.55
257,295,0.7
274,295,0.6
110,57,0.55
171,221,0.55
171,235,0.6
171,198,0.6
283,198,0.55
2,198,0.75
6,198,0.6
150,198,0.55
230,198,0.75
243,7,0.85
6,7,0.75
171,125,0.55
171,113,0.55
240,7,0.7
7,171,0.7
113,171,0.55
235,171,0.55
1,171,0.6
283,171,0.6
207,7,0.6
219,7,0.6
222,276,0.55
222,266,0.55
171,1,0.6
2,142,0.55
2,54,0.6
2,156,0.55
288,198,0.55
206,198,0.55
2,39,0.9
2,223,0.9
228,57,0.8
2,21,0.75
2,20,0.75
60,230,0.55
60,231,0.55
60,159,0.6
60,255,0.55
60,205,0.55
60,87,0.55
60,88,0.6
2,3,0.9
171,104,0.55
144,110,0.55
144,178,0.55
144,282,0.55
144,1,0.75
144,132,0.55
144,7,0.55
135,2,0.55
149,2,0.55
13,2,0.6
132,2,0.6
1,2,0.9
166,2,0.55
159,276,0.55
257,276,0.7
60,276,0.65
272,64,0.55
10,2,0.85
6,10,0.65
21,10,0.9
41,10,0.7
1,10,0.85
13,10,0.9
2,202,0.6
2,41,0.6
2,149,0.55
10,25,1.0
10,3,0.85
10,6,0.85
10,21,0.9
10,41,0.9
10,1,0.9
54,2,0.6
7,2,0.75
7,39,0.75
10,8,0.55
7,35,0.6
1,3,0.8
1,8,0.85
1,7,0.95
1,61,0.75
1,139,0.6
1,34,0.55
1,135,0.7
167,2,0.9
39,2,0.9
295,283,0.75
2,135,0.6
2,6,0.75
2,4,0.75
2,60,0.75
2,204,0.45
2,62,0.9
2,77,0.6
295,113,0.65
295,274,0.6
35,13,0.65
35,280,0.55
35,96,0.55
35,267,0.55
35,248,0.6
35,251,0.55
295,256,0.65
64,3,0.55
21,3,0.85
17,3,0.75
115,3,0.0
295,216,0.65
2,1,0.9
202,2,0.7
7,53,0.7
35,33,0.65
35,26,0.55
35,1,0.55
35,70,0.55
35,186,0.6
45,53,0.6
2,13,0.55
13,17,0.6
122,78,0.55
35,110,0.6
155,110,0.55
219,110,0.55
41,110,0.55
142,110,0.55
134,110,0.55
7,232,0.65
35,56,0.6
35,79,0.55
57,110,0.55
7,110,0.65
1,110,0.55
2,110,0.55
104,110,0.6
110,104,0.55
110,41,0.55
110,155,0.55
110,2,0.55
110,144,0.55
110,143,0.55
110,134,0.55
110,1,0.55
110,76,0.6
143,110,0.55
35,69,0.55
41,70,0.55
2,245,0.9
2,23,0.75
41,167,0.55
2,178,0.65
142,60,0.55
142,203,0.55
142,64,0.55
142,132,0.55
142,7,0.7
142,143,0.6
41,83,0.55
41,104,0.55
41,105,0.55
35,149,0.6
35,104,0.65
41,132,0.55
13,16,0.9
96,70,0.65
51,96,0.6
13,96,0.55
107,96,0.6
15,96,0.65
7,96,0.55
96,104,0.6
96,6,0.0
96,93,0.6
96,35,0.55
96,184,0.55
96,13,0.55
96,107,0.6
96,15,0.7
96,106,0.55
96,112,0.55
70,35,0.55
70,15,0.55
70,41,0.55
70,96,0.55
70,95,0.55
15,70,0.55
95,70,0.65
