node1,node2,weight
135,29,0.55
29,280,0.55
29,120,0.6
484,280,0.6
202,280,0.6
7,280,0.6
6,280,0.55
35,280,0.55
468,280,0.6
387,280,0.55
160,280,0.65
29,274,0.6
52,29,0.55
212,29,0.55
13,29,0.6
270,29,0.55
274,29,0.6
206,29,0.55
257,29,0.75
280,29,0.55
29,7,0.6
443,280,0.6
495,280,0.55
29,198,0.55
29,186,0.55
328,29,0.55
62,29,0.55
304,29,0.55
60,29,0.6
1,29,0.7
29,328,0.55
29,476,0.55
29,411,0.55
29,1,0.7
29,219,0.55
29,171,0.55
29,135,0.55
29,251,0.6
29,347,0.55
304,62,0.55
304,484,0.6
304,93,0.55
304,342,0.65
304,353,0.55
304,202,0.55
304,491,0.55
304,186,0.55
304,492,0.55
186,29,0.55
304,4,0.65
304,7,0.6
198,29,0.55
29,51,0.55
29,62,0.6
29,304,0.55
29,13,0.6
29,270,0.55
29,383,0.6
135,353,0.55
219,29,0.55
476,29,0.55
7,29,0.6
135,179,0.45
325,353,0.55
64,353,0.55
215,353,0.6
57,353,0.6
1,353,0.75
209,353,0.55
350,353,0.6
386,353,0.55
135,303,0.55
135,167,0.55
135,178,0.55
411,29,0.75
251,29,0.6
135,181,0.55
29,212,0.55
29,256,0.55
135,245,0.55
135,223,0.55
29,52,0.55
135,143,0.55
395,135,0.0
7,135,0.6
304,135,0.55
270,135,0.55
313,135,0.55
361,135,0.6
425,135,0.65
135,342,0.45
62,75,0.6
62,149,0.55
62,304,0.55
62,293,0.65
62,54,0.6
62,312,0.55
62,325,0.55
62,202,0.6
29,60,0.6
135,25,0.45
481,361,0.55
257,361,0.7
202,361,0.55
7,361,0.6
135,304,0.55
135,192,0.6
186,141,0.55
186,489,0.55
186,64,0.55
186,183,0.55
186,204,0.6
186,380,0.55
186,35,0.6
135,395,0.45
325,171,0.55
325,177,0.55
325,33,0.55
325,19,0.55
325,104,0.75
325,62,0.6
325,228,0.55
7,405,0.6
202,304,0.65
399,484,0.55
480,202,0.6
377,202,0.55
33,202,0.55
139,202,0.55
104,202,0.65
214,202,0.55
230,202,0.6
206,202,0.65
144,484,0.55
304,465,0.7
304,485,0.55
304,25,1.0
304,64,0.7
280,484,0.55
41,304,0.55
93,304,0.55
484,304,1.0
353,304,0.55
342,304,0.7
363,304,0.65
468,304,0.55
485,304,0.55
322,484,0.55
221,202,0.7
41,202,0.6
134,202,0.55
2,202,0.6
288,202,0.55
7,484,0.6
204,202,0.6
211,202,0.55
447,202,0.75
219,202,0.65
361,202,0.55
153,202,0.55
304,468,0.55
304,322,0.55
228,484,0.55
322,304,0.55
353,484,0.55
491,304,0.55
1,304,0.65
141,484,0.65
141,202,0.55
64,304,0.6
7,304,0.65
141,256,0.55
377,386,0.55
141,273,0.55
141,275,0.55
141,497,0.55
304,363,0.6
141,37,0.6
304,1,0.55
141,285,0.55
324,202,0.55
135,202,0.6
137,41,0.55
488,493,0.55
202,324,0.55
2,135,0.6
202,2,0.7
4,2,0.8
110,2,0.55
167,2,0.9
142,2,0.55
132,2,0.6
61,2,0.6
7,2,0.75
342,135,0.0
13,135,0.75
1,135,0.7
355,135,0.55
256,202,0.8
187,135,0.55
330,135,0.0
2,6,0.75
2,54,0.6
2,60,0.75
2,62,0.9
2,13,0.55
2,166,0.55
2,4,0.75
2,245,0.9
2,178,0.65
2,41,0.6
2,198,0.75
2,156,0.55
2,455,0.55
2,204,0.45
358,202,0.65
2,401,0.6
2,3,0.9
2,21,0.75
2,20,0.75
36,202,0.65
135,293,0.55
135,270,0.55
135,355,0.55
135,1,0.55
271,202,0.55
135,214,0.55
135,187,0.55
135,113,0.6
178,135,0.6
134,468,0.55
134,101,0.55
134,141,0.75
134,389,0.55
134,132,0.55
134,1,0.55
134,7,0.65
135,209,0.55
135,330,0.45
135,204,0.4
135,2,0.55
110,134,0.55
468,134,0.55
1,134,0.65
389,134,0.55
132,134,0.55
390,134,0.55
7,134,0.65
202,134,0.6
363,202,0.7
215,202,0.8
2,223,0.9
309,135,0.55
202,4,0.85
7,4,0.7
31,4,0.6
87,4,0.55
125,4,0.6
6,4,0.6
149,4,0.85
202,100,0.55
202,144,0.9
202,158,0.55
202,235,0.8
202,236,0.55
202,41,0.65
202,141,0.55
202,271,0.55
202,347,0.6
202,278,0.65
202,358,0.65
202,62,0.7
202,286,0.55
202,377,0.55
358,7,0.65
209,135,0.6
467,468,0.55
4,304,0.75
463,468,0.55
353,468,0.55
13,25,1.0
13,492,0.55
13,308,0.55
13,159,0.55
13,16,0.9
13,10,0.9
13,6,0.45
13,199,0.55
423,468,0.55
202,135,0.6
353,135,0.6
144,468,0.55
29,206,0.55
13,468,0.55
481,7,0.6
481,472,0.35
149,468,0.65
342,495,0.6
342,25,1.0
342,393,0.55
342,13,0.7
342,214,0.6
342,395,1.0
108,104,0.55
135,152,0.55
303,135,0.55
113,135,0.6
143,135,0.55
484,353,0.55
154,152,0.6
236,152,0.55
166,152,0.55
132,152,0.55
7,152,0.6
484,472,0.0
484,1,0.75
484,399,0.55
484,310,0.0
152,166,0.55
152,75,0.55
152,154,0.55
484,144,0.55
484,228,0.55
60,243,0.75
270,396,0.55
180,206,0.55
396,392,0.55
396,270,0.55
396,384,0.6
396,1,0.7
396,227,0.55
396,77,0.55
396,283,0.55
396,143,0.55
202,206,0.65
240,206,0.6
270,13,0.55
270,184,0.55
270,387,0.55
270,452,0.55
270,1,0.75
270,7,0.7
282,206,0.55
234,206,0.55
384,396,0.6
1,396,0.7
227,396,0.6
143,396,0.55
77,396,0.55
283,396,0.55
392,396,0.55
307,206,0.55
256,206,0.55
270,93,0.6
270,416,0.6
270,277,0.55
41,60,0.55
