node1,node2,weight
39,1,0.9
36,1,0.7
2,39,0.9
77,39,0.65
7,39,0.75
17,39,0.55
69,39,0.6
4,39,0.55
44,39,0.55
81,1,0.55
39,2,0.9
39,17,0.65
39,45,0.55
39,7,0.65
39,4,0.55
39,21,0.6
39,69,0.6
2,1,0.9
1,32,0.55
1,34,0.55
1,61,0.75
1,29,0.7
1,19,0.8
1,74,0.55
1,13,0.65
1,6,0.9
1,10,0.85
77,1,0.65
1,8,0.85
1,80,0.6
1,4,1.0
1,33,0.85
1,81,0.55
1,36,0.65
74,1,0.55
75,1,0.6
56,1,0.6
60,1,0.85
33,1,0.9
76,1,0.6
9,1,1.0
1,20,0.6
1,68,0.6
1,64,0.65
1,76,0.6
21,1,0.9
41,1,0.9
47,1,0.6
35,1,0.55
17,1,0.95
23,1,0.85
7,1,0.85
1,41,0.9
1,39,0.9
1,78,0.55
1,47,0.65
1,51,0.55
1,57,0.8
1,71,0.55
1,9,0.6
1,5,0.7
7,57,0.7
13,1,0.9
80,25,0.6
80,7,0.55
80,64,0.55
80,81,0.9
34,1,0.55
69,81,0.6
17,81,0.55
93,81,0.6
78,1,0.55
21,39,0.6
45,39,0.6
71,1,0.9
8,1,0.65
1,17,0.95
1,31,0.6
1,35,0.7
1,23,0.8
55,7,0.55
77,28,0.65
47,7,0.55
77,61,0.65
77,23,0.55
62,75,0.6
60,75,0.65
41,75,0.55
77,15,0.55
77,6,0.65
68,64,0.55
68,1,0.6
68,97,0.55
68,41,0.55
68,7,0.6
77,60,0.7
77,37,0.55
1,15,0.55
1,62,0.25
94,64,0.55
1,60,0.9
1,54,0.55
1,21,0.8
2,21,0.75
1,7,0.95
35,69,0.55
99,69,0.55
23,69,0.55
81,69,0.6
28,69,0.65
62,69,0.55
10,25,1.0
